index,language,code
27,C,"
#ifndef __LINUX_SEMAPHORE_H
#define __LINUX_SEMAPHORE_H

#include <linux/list.h>
#include <linux/spinlock.h>

struct semaphore {
	spinlock_t		lock;
	unsigned int		count;
	struct list_head	wait_list;
};

#define __SEMAPHORE_INITIALIZER(name, n)				\
{									\
	.lock		= __SPIN_LOCK_UNLOCKED((name).lock),		\
	.count		= n,						\
	.wait_list	= LIST_HEAD_INIT((name).wait_list),		\
}

#define DECLARE_MUTEX(name)	\
	struct semaphore name = __SEMAPHORE_INITIALIZER(name, 1)

#define DEFINE_SEMAPHORE(name)	\
	struct semaphore name = __SEMAPHORE_INITIALIZER(name, 1)

static inline void sema_init(struct semaphore *sem, int val)
{
	static struct lock_class_key __key;
	*sem = (struct semaphore) __SEMAPHORE_INITIALIZER(*sem, val);
	lockdep_init_map(&sem->lock.dep_map, ""semaphore->lock"", &__key, 0);
}

#define init_MUTEX(sem)		sema_init(sem, 1)
#define init_MUTEX_LOCKED(sem)	sema_init(sem, 0)

extern void down(struct semaphore *sem);
extern int __must_check down_interruptible(struct semaphore *sem);
extern int __must_check down_killable(struct semaphore *sem);
extern int __must_check down_trylock(struct semaphore *sem);
extern int __must_check down_timeout(struct semaphore *sem, long jiffies);
extern void up(struct semaphore *sem);

#endif "
28,C,"
#ifndef QHTTPMULTIPART_H
#define QHTTPMULTIPART_H

#include <QtCore/QSharedDataPointer>
#include <QtCore/QByteArray>
#include <QtCore/QIODevice>
#include <QtNetwork/QNetworkRequest>

QT_BEGIN_NAMESPACE

class QHttpPartPrivate;
class QHttpMultiPart;

class Q_NETWORK_EXPORT QHttpPart
{
public:
    QHttpPart();
    QHttpPart(const QHttpPart &other);
    ~QHttpPart();
#ifdef Q_COMPILER_RVALUE_REFS
    QHttpPart &operator=(QHttpPart &&other) Q_DECL_NOTHROW { swap(other); return *this; }
#endif
    QHttpPart &operator=(const QHttpPart &other);

    void swap(QHttpPart &other) Q_DECL_NOTHROW { qSwap(d, other.d); }

    bool operator==(const QHttpPart &other) const;
    inline bool operator!=(const QHttpPart &other) const
    { return !operator==(other); }

    void setHeader(QNetworkRequest::KnownHeaders header, const QVariant &value);
    void setRawHeader(const QByteArray &headerName, const QByteArray &headerValue);

    void setBody(const QByteArray &body);
    void setBodyDevice(QIODevice *device);

private:
    QSharedDataPointer<QHttpPartPrivate> d;

    friend class QHttpMultiPartIODevice;
};

Q_DECLARE_SHARED(QHttpPart)

class QHttpMultiPartPrivate;

class Q_NETWORK_EXPORT QHttpMultiPart : public QObject
{
    Q_OBJECT

public:

    enum ContentType {
        MixedType,
        RelatedType,
        FormDataType,
        AlternativeType
    };

    explicit QHttpMultiPart(QObject *parent = Q_NULLPTR);
    explicit QHttpMultiPart(ContentType contentType, QObject *parent = Q_NULLPTR);
    ~QHttpMultiPart();

    void append(const QHttpPart &httpPart);

    void setContentType(ContentType contentType);

    QByteArray boundary() const;
    void setBoundary(const QByteArray &boundary);

private:
    Q_DECLARE_PRIVATE(QHttpMultiPart)
    Q_DISABLE_COPY(QHttpMultiPart)

    friend class QNetworkAccessManager;
    friend class QNetworkAccessManagerPrivate;
};

QT_END_NAMESPACE

#endif "
29,C,"
#pragma once

#include ""Layer.h""

namespace paddle {

class SwitchOrderLayer : public Layer {
public:
  explicit SwitchOrderLayer(const LayerConfig& config) : Layer(config) {}

  ~SwitchOrderLayer() {}

  bool init(const LayerMap& layerMap,
            const ParameterMap& parameterMap) override;
  void forward(PassType passType) override;
  void backward(const UpdateCallback& callback = nullptr) override;
  void setInDims();
  void setOutDims();

protected:
  std::vector<std::shared_ptr<FunctionBase>> nchw2nhwc_;
  std::vector<std::shared_ptr<FunctionBase>> nhwc2nchw_;
  TensorShape inDims_;
  TensorShape outDims_;
  std::vector<int> heightAxis_;
  std::vector<int> widthAxis_;
  size_t reshapeHeight_;
  size_t reshapeWidth_;
};
}  "
30,C,"
#ifndef implement_template_h
#define implement_template_h

#line 2 ""implement_template.cpp""

template< typename T >
class Test
{
public:
  void test_func();

public:  
#line 23 ""implement_template.cpp""
  
  template<
    typename X, 
    typename X2 
  > void __attribute__((deprecated))
  test_func2<X,X2>();
};

#line 12 ""implement_template.cpp""

template< typename T > void __attribute__((deprecated))
Test<T>::test_func()
{
}

#line 20 ""implement_template.cpp""

template< typename T > template<
  typename X, 
  typename X2 
> void __attribute__((deprecated))
Test<T>::test_func2<X,X2>()
{
}

#endif "
31,C,"
#ifndef _ASM_IA64_VT_H
#define _ASM_IA64_VT_H

#include <public/hvm/ioreq.h>
#include <asm/ia64_int.h>

#define vmx_user_mode(regs) (((struct ia64_psr *)&(regs)->cr_ipsr)->vm == 1)

#define VCPU_LID(v) (((u64)(v)->vcpu_id)<<24)

extern void identify_vmx_feature(void);
extern unsigned int vmx_enabled;
extern void *vmx_init_env(void *start, unsigned long end_in_pa);
extern int vmx_final_setup_guest(struct vcpu *v);
extern void vmx_save_state(struct vcpu *v);
extern void vmx_load_state(struct vcpu *v);
extern int vmx_setup_platform(struct domain *d);
extern void vmx_do_resume(struct vcpu *v);
extern void vmx_io_assist(struct vcpu *v);
extern IA64FAULT ia64_hypercall (struct pt_regs *regs);
extern unsigned long __gpfn_to_mfn_foreign(struct domain *d, unsigned long gpfn);
extern void set_privileged_operation_isr (struct vcpu *vcpu,int inst);
extern void set_rsv_reg_field_isr (struct vcpu *vcpu);
extern void vmx_relinquish_guest_resources(struct domain *d);
extern void vmx_relinquish_vcpu_resources(struct vcpu *v);
extern void vmx_send_assist_req(struct vcpu *v);
extern void deliver_pal_init(struct vcpu *vcpu);
extern void vmx_pend_pal_init(struct domain *d);
extern void vmx_lazy_load_fpu(struct vcpu *vcpu);

static inline vcpu_iodata_t *get_vio(struct vcpu *v)
{
    struct domain *d = v->domain;
    shared_iopage_t *p = (shared_iopage_t *)d->arch.vmx_platform.ioreq.va;
    ASSERT((v == current) || spin_is_locked(&d->arch.vmx_platform.ioreq.lock));
    ASSERT(d->arch.vmx_platform.ioreq.va != NULL);
    return &p->vcpu_iodata[v->vcpu_id];
}
#endif "
32,C,"
#ifndef JUBATUS_UTIL_LANG_WEAK_PTR_H_
#define JUBATUS_UTIL_LANG_WEAK_PTR_H_

#include <memory>
#ifdef __GLIBCXX__
#include <tr1/memory>
#endif

namespace jubatus {
namespace util {
namespace lang {

namespace detail {
#ifdef __GLIBCXX__
namespace weak_ptr_ns = ::std::tr1;
#else
namespace weak_ptr_ns = ::std;
#endif
}

template <class T, class TM>
class shared_ptr;

template <class T>
class weak_ptr : public detail::weak_ptr_ns::weak_ptr<T> {
  typedef detail::weak_ptr_ns::weak_ptr<T> base;

public:
  weak_ptr() {}

  template <class U, class UM>
  weak_ptr(const shared_ptr<U, UM>& p) : base(p) {}

  template <class U>
  weak_ptr(const weak_ptr<U>& p) : base(p) {}

  template <class U>
  weak_ptr& operator=(const weak_ptr<U>& p) {
    base::operator=(p);
    return *this;
  }

  template <class U, class UM>
  weak_ptr& operator=(const shared_ptr<U, UM>& p) {
    base::operator=(p);
    return *this;
  }

  shared_ptr<T> lock() const {
    return shared_ptr<T>(base::lock());
  }
};

} 
} 
} 
#endif "
33,C,"#include ""GenericTaskDeclarations.h""

#include ""GenericSharedDeclarations.h""
#include ""GenericSyncDeclarations.h""
#include <stdlib.h>
#include <string.h>

GenericTaskDeclarations_VoidFuture_t GenericTaskDeclarations_runTaskAndGetVoidFuture(GenericTaskDeclarations_Task_t task) 
{
  pthread_t pth;
  if ( task.argsSize == 0 ) 
  {
    pthread_create(&pth,0,task.fun,0);
  }  else 
  {
    void* args = malloc(task.argsSize);
    memcpy(args,task.args,task.argsSize);
    pthread_create(&pth,0,task.fun,args);
  }
  return (GenericTaskDeclarations_VoidFuture_t){ .pth = pth };
}

void GenericTaskDeclarations_saveAndJoinVoidFuture(GenericTaskDeclarations_VoidFuture_t future) 
{
  GenericTaskDeclarations_joinVoidFuture(&future);
}

void* GenericTaskDeclarations_saveFutureAndGetResult(GenericTaskDeclarations_Future_t future) 
{
  GenericTaskDeclarations_getFutureResult(&future);
}

GenericTaskDeclarations_Future_t GenericTaskDeclarations_runTaskAndGetFuture(GenericTaskDeclarations_Task_t task) 
{
  pthread_t pth;
  if ( task.argsSize == 0 ) 
  {
    pthread_create(&pth,0,task.fun,0);
  }  else 
  {
    void* args = malloc(task.argsSize);
    memcpy(args,task.args,task.argsSize);
    pthread_create(&pth,0,task.fun,args);
  }
  return (GenericTaskDeclarations_Future_t){ .pth = pth };
}

void* GenericTaskDeclarations_getFutureResult(GenericTaskDeclarations_Future_t* future) 
{
  if ( !(future->finished) ) 
  {
    pthread_join(future->pth,&(future->result));
    future->finished = true;
  }
  return future->result;
}

void GenericTaskDeclarations_joinVoidFuture(GenericTaskDeclarations_VoidFuture_t* future) 
{
  if ( !(future->finished) ) 
  {
    pthread_join(future->pth,0);
    future->finished = true;
  }
}
"
34,C,"
#ifndef PROPERTYREADER_H
#define PROPERTYREADER_H

#include <QObject>

class PropertyReader : public QObject
{
    Q_OBJECT
public:
    explicit PropertyReader(QObject *parent = 0);

    void readProperties(QString propFile);

    QString appVersion();
    QString appName();
    QString appDesc();

    QString authorName();
    QString authorEmail();

    int windowMaxWidth();
    int windowMaxHeight();
    int windowMinWidth();
    int windowMinHeight();
    int windowFixedWidth();
    int windowFixedHeight();
    bool windowMaximized();
    bool windowHideTitleBar();

    bool isAppVersionSet();
    bool isAppNameSet();
    bool isAppDescSet();
    bool isAuthorNameSet();
    bool isAuthorEmailSet();
    bool isWindowMaxWidthSet();
    bool isWindowMaxHeightSet();
    bool isWindowMinWidthSet();
    bool isWindowMinHeightSet();
    bool isWindowFixedWidthSet();
    bool isWindowFixedHeightSet();
    bool isWindowMaximizedSet();
    bool isWindowHideTitleBarSet();

private:
    QString _appVersion;
    QString _appName;
    QString _appDesc;

    QString _authorName;
    QString _authorEmail;

    int _winMaxWidth;
    int _winMaxHeight;
    int _winMinWidth;
    int _winMinHeight;
    int _winFixedWidth;
    int _winFixedHeight;
    bool _winMaximized;
    bool _winHideTitleBar;

    bool _isAppVersionSet;
    bool _isAppNameSet;
    bool _isAppDescSet;
    bool _isAuthorNameSet;
    bool _isAuthorEmailSet;
    bool _isWinMaxWidthSet;
    bool _isWinMaxHeightSet;
    bool _isWinMinWidthSet;
    bool _isWinMinHeightSet;
    bool _isWinFixedWidthSet;
    bool _isWinFixedHeightSet;
    bool _isWinMaximizedSet;
    bool _isWinHideTitleBarSet;

signals:

public slots:

};

#endif "
35,C,"#ifndef AGENT_H
#define AGENT_H

#include <boost/shared_ptr.hpp>
#include <agent/lockable.h>

namespace boost {
class thread;
}
typedef boost::shared_ptr<boost::thread> ThreadPtr;

class Agent : public SharedLockable
{
public:
  Agent() : SharedLockable(), quitting_(false), running_(false) {}
  
  virtual ~Agent() {}

  void quit();
  void stop();
  bool running();
  void run();
  virtual void _run() = 0;
  
  ThreadPtr launch();
  ThreadPtr thread() const { return thread_; }

  void detach();

protected:
  ThreadPtr thread_;
  bool quitting_;
  bool running_;
};

#endif "
36,C,"
#ifndef QT_OS2_H
#define QT_OS2_H

#include ""qwindowdefs.h""

#define INCL_BASE
#define INCL_PM
#include <os2.h>

#include <API_FPU_CW_Wrappers.h>

#if !defined(QT_OS2_NO_SYSEXCEPTIONS)

enum QtOS2SysXcptReq
{
    QtOS2SysXcptReq_AppName = 0,
    QtOS2SysXcptReq_AppVer = 1,
    QtOS2SysXcptReq_ReportTo = 2,
    QtOS2SysXcptReq_ReportSubj = 3,
};

typedef void (*QtOS2SysXcptWriter)( const char *str );
typedef int (*QtOS2SysXcptCallback)( QtOS2SysXcptReq req,
                                     QtOS2SysXcptWriter writer,
                                     int reserved );

class Q_EXPORT QtOS2SysXcptMainHandler
{
public:
    QtOS2SysXcptMainHandler( QtOS2SysXcptCallback cb = NULL );
    ~QtOS2SysXcptMainHandler();

    class Private;
    
private:
    EXCEPTIONREGISTRATIONRECORD rec;
    
    static bool installed;
    static QtOS2SysXcptCallback callback;
    static ERR libcHandler;

    static ULONG  handler( PEXCEPTIONREPORTRECORD pReportRec,
                                         PEXCEPTIONREGISTRATIONRECORD pRegRec,
                                         PCONTEXTRECORD pContextRec,
                                         PVOID pv );

    friend class QtOS2SysXcptMainHandlerInternal;
    friend class QThreadInstance;

    QtOS2SysXcptMainHandler( QtOS2SysXcptMainHandler & ) {}
    QtOS2SysXcptMainHandler &operator =( QtOS2SysXcptMainHandler &) {
        return *this;
    }
    static void *operator new( size_t  ) throw() { return NULL; }
    static void operator delete( void * ) {}    
};

#endif 

#endif "
37,C,"#include <pthread.h>
#include <stdio.h>
#include <string.h>
#include <errno.h>
#include <unistd.h>
#include <assert.h>

#define THREAD_SIZE 8

void *job1(void *arg)
{
    pthread_t pid = pthread_self();
    sleep(1);
    printf(""job1: print %p\n"", arg);
    printf(""job1: pthread_self: %lu\n"", pid);
    sleep(1);

    return arg;
}

void *job2(void *arg)
{
    pthread_t pid = pthread_self();
    sleep(1);
    printf(""job2: print %p\n"", arg);
    printf(""job2: pthread_self: %lu\n"", pid);
    sleep(1);
    pthread_exit(NULL);

    return arg;
}

void *job3(void *arg)
{
    pthread_t pid = pthread_self();
    pthread_detach(pid);
    sleep(1);
    printf(""job3: print %p\n"", arg);
    printf(""job3: pthread_self: %lu\n"", pid);
    sleep(1);

    return arg;
}

void *job4(void *arg)
{
    pthread_t pid = pthread_self();
    pthread_detach(pid);
    sleep(1);
    printf(""job4: print %p\n"", arg);
    printf(""job4: pthread_self: %lu\n"", pid);
    sleep(1);

    return arg;
}

int main()
{
    pthread_t tid1[THREAD_SIZE];
    pthread_t tid2[THREAD_SIZE];
    pthread_t tid3[THREAD_SIZE];
    pthread_t tid4[THREAD_SIZE];
    int i;
    void *res;

    for (i = 0; i < THREAD_SIZE; i++) {
        assert(pthread_create(&tid1[i], NULL, job1, (void*)i) == 0);
        assert(pthread_create(&tid2[i], NULL, job2, (void*)i) == 0);
        assert(pthread_create(&tid3[i], NULL, job3, (void*)i) == 0);
        assert(pthread_create(&tid4[i], NULL, job4, (void*)i) == 0);
    }

    for (i = 0; i < THREAD_SIZE; i++) {
        assert(pthread_join(tid1[i], &res) == 0);
        assert(res == (void*)i);
        assert(pthread_join(tid2[i], &res) == 0);
        assert(res == NULL);
    }

    return 0;
}"
38,C,"
#ifndef CHROME_BROWSER_BROWSING_DATA_MOCK_BROWSING_DATA_FILE_SYSTEM_HELPER_H_
#define CHROME_BROWSER_BROWSING_DATA_MOCK_BROWSING_DATA_FILE_SYSTEM_HELPER_H_

#include <list>
#include <map>
#include <string>

#include ""base/callback.h""
#include ""base/compiler_specific.h""
#include ""chrome/browser/browsing_data/browsing_data_file_system_helper.h""

class MockBrowsingDataFileSystemHelper : public BrowsingDataFileSystemHelper {
 public:
  explicit MockBrowsingDataFileSystemHelper(Profile* profile);

  void StartFetching(
      const base::Callback<void(const std::list<FileSystemInfo>&)>& callback)
      override;
  void DeleteFileSystemOrigin(const GURL& origin) override;

  void AddFileSystem(const GURL& origin,
                     bool has_persistent,
                     bool has_temporary,
                     bool has_syncable);

  void AddFileSystemSamples();

  void Notify();

  void Reset();

  bool AllDeleted();

  GURL last_deleted_origin_;

 private:
  ~MockBrowsingDataFileSystemHelper() override;

  base::Callback<void(const std::list<FileSystemInfo>&)> callback_;

  std::map<const std::string, bool> file_systems_;

  std::list<FileSystemInfo> response_;

  DISALLOW_COPY_AND_ASSIGN(MockBrowsingDataFileSystemHelper);
};

#endif  "
39,C,"#import <Cocoa/Cocoa.h>

#import ""SpectacleShortcutRecorderDelegate.h""

@class SpectacleShortcutManager;

@interface SpectacleShortcutRecorderCell : NSCell

@property (nonatomic) SpectacleShortcutRecorder *shortcutRecorder;
@property (nonatomic) NSString *shortcutName;
@property (nonatomic) SpectacleShortcut *shortcut;
@property (nonatomic, assign) id<SpectacleShortcutRecorderDelegate> delegate;
@property (nonatomic) NSArray *additionalShortcutValidators;
@property (nonatomic) SpectacleShortcutManager *shortcutManager;

#pragma mark -

- (BOOL)resignFirstResponder;

#pragma mark -

- (BOOL)performKeyEquivalent:(NSEvent *)event;

- (void)flagsChanged:(NSEvent *)event;

@end"
40,C,"
#ifndef NCPopupTextEntry_h
#define NCPopupTextEntry_h

#include <iosfwd>

#include ""NCPopup.h""
#include ""NCInputField.h""

class NCPopupTextEntry : public NCPopup
{
private:

    NCPopupTextEntry & operator=( const NCPopupTextEntry & );
    NCPopupTextEntry( const NCPopupTextEntry & );

    NCInputField * wtext;

    virtual bool postAgain();

public:

    NCPopupTextEntry( const wpos at,
		      const std::string & label,
		      const std::string & text,
		      unsigned maxInput  = 0,
		      unsigned maxFld	 = 0,
		      NCInputField::FTYPE t = NCInputField::PLAIN );

    virtual ~NCPopupTextEntry();

    void   setValue( const std::string & ntext ) { wtext->setValue( ntext ); }

    std::string value() { return wtext->value(); }
};

#endif "
41,C,"#ifndef EVAPPLICATION_H
#define EVAPPLICATION_H

#include <QObject>
#include ""EvGlobal.h""

class EvApplicationPrivate;
class EvApplicationSettings;
class EvMessagesManager;
class EvJobsManager;
class EvApplicationArgumentsManager;
class EvIconsFactory ;
class EvSession;
class EvPluginsManager;
class QAction;
class EvObject;
class EvApplicationObjects;
class EvApplicationDocumentation;

#define evApp EvApplication::instance()

class EvApplication : public QObject
{
    Q_OBJECT
    Q_PROPERTY(QStringList pluginsDirectories READ pluginsDirectories WRITE setPluginsDirectories)
    Q_PROPERTY(bool defaultYesNoQuestionReply READ defaultYesNoQuestionReply WRITE setDefaultYesNoQuestionReply NOTIFY defaultYesNoQuestionReplyChanged)

public:

    enum Mode {
        Batch,
        Graphical
    };

    EvApplication();
    ~EvApplication();
    Mode mode()const;

    void create();
    static EvApplication *instance();

    QStringList pluginsDirectories() const;
    void setPluginsDirectories(const QStringList & arg);
    void loadPlugins();
    void loadPluginsFromDirectory(const QString & path);
    void loadPluginsFromLibrary(const QString & path);

    EvApplicationObjects * applicationObjects()const;
    bool isObjectValid(EvObject*)const;

    EvMessagesManager* messagesManager()const;
    EvApplicationSettings* settings()const;
    EvJobsManager* jobsManager()const;
    EvApplicationArgumentsManager* argumentsManager()const;
    EvIconsFactory* iconsFactory()const;
    EvPluginsManager *pluginsManager()const;
    EvApplicationDocumentation * documentation()const;

    EvSession* currentSession()const;

    bool defaultYesNoQuestionReply() const;

public Q_SLOTS:
    void setDefaultYesNoQuestionReply(bool arg);

Q_SIGNALS:
    void defaultYesNoQuestionReplyChanged(bool arg);

protected:
    void handleArguments();
    void runScript(const QString & path);

private:
    EV_PRIVATE(EvApplication)

};

#endif "
42,C,"
#ifndef MBED_BUSIN_H
#define MBED_BUSIN_H

#include ""platform.h""
#include ""PinNames.h""
#include ""PeripheralNames.h""
#include ""Base.h""
#include ""DigitalIn.h""

namespace mbed {

class BusIn : public Base {

public:

    BusIn(PinName p0, PinName p1 = NC, PinName p2 = NC, PinName p3 = NC,
          PinName p4 = NC, PinName p5 = NC, PinName p6 = NC, PinName p7 = NC,
          PinName p8 = NC, PinName p9 = NC, PinName p10 = NC, PinName p11 = NC,
          PinName p12 = NC, PinName p13 = NC, PinName p14 = NC, PinName p15 = NC, 
          const char *name = NULL);

    BusIn(PinName pins[16], const char *name = NULL);
		
	virtual ~BusIn();
	
    int read();

#ifdef MBED_OPERATORS
    
    operator int();
#endif

#ifdef MBED_RPC
    virtual const struct rpc_method *get_rpc_methods();
    static struct rpc_class *get_rpc_class();
#endif

protected:
	
    DigitalIn* _pin[16];

#ifdef MBED_RPC    
    static void construct(const char *arguments, char *res);
#endif

};

} 

#endif
"
43,C,"
#ifndef  _SO_SWITCH_
#define  _SO_SWITCH_

#include <Inventor/fields/SoSFInt32.h>
#include <Inventor/nodes/SoGroup.h>

#define SO_SWITCH_NONE		(-1)	
#define SO_SWITCH_INHERIT	(-2)	
#define SO_SWITCH_ALL		(-3)	

class INVENTOR_API SoSwitch : public SoGroup {

    SO_NODE_HEADER(SoSwitch);

  public:
    
    SoSFInt32		whichChild;	

    SoSwitch();

    SoSwitch(int nChildren);

    virtual SbBool	affectsState() const;

  SoEXTENDER public:
    
    virtual void	doAction(SoAction *action);
    virtual void	callback(SoCallbackAction *action);
    virtual void	GLRender(SoGLRenderAction *action);
    virtual void	pick(SoPickAction *action);
    virtual void	getBoundingBox(SoGetBoundingBoxAction *action);
    virtual void	handleEvent(SoHandleEventAction *action);
    virtual void	getMatrix(SoGetMatrixAction *action);
    virtual void	search(SoSearchAction *action);
    virtual void	write(SoWriteAction *action);

  SoINTERNAL public:
    static void		initClass();

  protected:
    
    void		traverseChildren(SoAction *action);

    virtual ~SoSwitch();

  private:
    
    void		doChild(SoAction *action, int matchIndex = -1);
};

#endif "
44,C,"
#ifndef __MATRIXTV__
#define __MATRIXTV__

#include ""BaseEffecTV.h""

class MatrixTV : public BaseEffecTV {
	typedef BaseEffecTV super;

protected:
	struct Blip {
		int mode;
		int y;
		int timer;
		int speed;
	};

	int show_info;
	int mode;
	int pause;
	int mapW;
	int mapH;
	unsigned char* cmap;
	unsigned char* vmap;
	unsigned char* img;
	unsigned char* font;
	RGB32* palette;
	Blip* blips;

	virtual void intialize(bool reset);
	virtual int readConfig();
	virtual int writeConfig();

public:
	MatrixTV(void);
	virtual ~MatrixTV(void);
	virtual const char* name(void);
	virtual const char* title(void);
	virtual const char** funcs(void);
	virtual int start(Utils* utils, int width, int height);
	virtual int stop(void);
	virtual int draw(YUV* src_yuv, RGB32* dst_rgb, char* dst_msg);
	virtual const char* event(int key_code);
	virtual const char* touch(int action, int x, int y);

protected:
	RGB32 green(unsigned int v);
	int setPalette(void);
	int setPattern(void);
	void drawChar(RGB32* dst, unsigned char c, unsigned char v);
	void createImg(RGB32* src);
	void updateCharMap(void);

	void darkenColumn(int);
	void blipNone(int x);
	void blipFall(int x);
	void blipStop(int x);
	void blipSlide(int x);
};

#endif "
45,C,"
#ifndef _lucene_index_Term_
#define _lucene_index_Term_

CL_NS_DEF(index)

class CLUCENE_EXPORT Term:LUCENE_REFBASE {
private:
  size_t cachedHashCode;
	const TCHAR* _field;
	
#ifdef LUCENE_TERM_TEXT_LENGTH
	TCHAR _text[LUCENE_TERM_TEXT_LENGTH+1];
#else
	TCHAR* _text;
	size_t textLenBuf; 
	
#endif
	size_t textLen; 
	bool    internF; 
public:
	
	Term(const Term* fieldTerm, const TCHAR* txt);
		
	Term();
	
	Term(const TCHAR* fld, const TCHAR* txt, bool internField);

	Term(const TCHAR* fld, const TCHAR* txt);
	
	~Term();

	const TCHAR* field() const; 

	const TCHAR* text() const; 
	
	inline void set(const TCHAR* fld, const TCHAR* txt){
		set(fld,txt,true);
	}
	
	void set(const Term* term, const TCHAR* txt);

	void set(const TCHAR* fld, const TCHAR* txt, const bool internField);

	int32_t compareTo(const Term* other) const;
	
	int32_t hashedCompareTo(Term* other);

	bool equals(const Term* other) const;

	size_t textLength() const;

	TCHAR* toString() const;

	size_t hashCode();
};

class Term_UnorderedCompare:LUCENE_BASE, public CL_NS(util)::Compare::_base 
{
public:
	bool operator()( Term* t1, Term* t2 ) const{
		return ( t1->hashedCompareTo(t2) < 0 );
	}
	size_t operator()( Term* t ) const{
		return t->hashCode();
	}
};

CL_NS_END
#endif"
46,C,"#include ""plugin_renderer_gl/events.h""
#include ""plugin_renderer_gl/window.h""
#include ""framework/log.h""
#include ""util/pstdint.h""
#include ""glfw3.h""

void
key_callback(GLFWwindow* window, int key, int scancode, int action, int mods)
{
	uint32_t k = (uint32_t)key;
	if(action == GLFW_PRESS)
	{
		EVENT_FIRE1(evt_key_press, k);
	}
	if(action == GLFW_RELEASE)
	{
		EVENT_FIRE1(evt_key_release, k);
	}
}

void
mouse_position_callback(GLFWwindow* window, double xpos, double ypos)
{
	
	double norm_x, norm_y;
	norm_x = (xpos * 2.0 / (double)window_width()) - 1.0;
	norm_y = 1.0 - (ypos * 2.0 / (double)window_height());
	EVENT_FIRE2(evt_mouse_move, norm_x, norm_y);
}

void
mouse_button_callback(GLFWwindow* window, int button, int action, int mods)
{
	uint32_t button_cast = (uint32_t)button;
	if(action == GLFW_PRESS)
	{
		EVENT_FIRE1(evt_mouse_button_press, button_cast);
	}
	if(action == GLFW_RELEASE)
	{
		EVENT_FIRE1(evt_mouse_button_release, button_cast);
	}
}

void
scroll_callback(GLFWwindow* window, double xoffset, double yoffset)
{
	uint32_t xoffset_cast = (uint32_t)xoffset;
	uint32_t yoffset_cast = (uint32_t)yoffset;
	EVENT_FIRE2(evt_mouse_scroll, xoffset_cast, yoffset_cast);
}"
47,C,"
#ifndef __cppsupport_events_h
#define __cppsupport_events_h

#include ""kdevdeepcopy.h""

#include <qevent.h>
#include <qvaluelist.h>

#if QT_VERSION < 0x030100
#include <kdevmutex.h>
#else
#include <qmutex.h>
#endif

enum
{
    Event_FileParsed = QEvent::User + 1000
};

class FileParsedEvent: public QCustomEvent
{
public:
	FileParsedEvent( const QString& fileName, const QValueList<Problem>& problems, bool fromDisk = false )
		: QCustomEvent( Event_FileParsed ), m_fileName( deepCopy( fileName ) ), m_fromDisk( fromDisk )
	{
		
		QValueListConstIterator<Problem> it = problems.begin();
		while ( it != problems.end() )
		{
			Problem p = *it;
			m_problems.append( Problem( deepCopy( p.text() ), p.line(), p.column(), p.level() ) );
  		    m_problems.back().setFileName( deepCopy( p.fileName() ) );
			++it;
		}
	}

	QString fileName() const
	{
		return m_fileName;
	}
	QValueList<Problem> problems() const
	{
		return m_problems;
	}

	bool fromDisk() {
		return m_fromDisk;
	}

private:
	QString m_fileName;
	QValueList<Problem> m_problems;
	bool m_fromDisk;

private:
	FileParsedEvent( const FileParsedEvent& source );
	void operator = ( const FileParsedEvent& source );
};

#endif 
"
48,C,"
#ifndef UTILS_H_
#define UTILS_H_

#define COS120 -0.5
#define SIN120 0.8660254037844386

#define SQR(x) ((x) * (x))
#define SCALAR(x, y) ((x)[0]*(y)[0] + (x)[1]*(y)[1] + (x)[2]*(y)[2])

#define MATRIX_VECTOR_MULTIPLICATION(m, v, result) {\
	(result)[0] = (m)[0][0]*(v)[0] + (m)[0][1]*(v)[1] + (m)[0][2]*(v)[2];\
	(result)[1] = (m)[1][0]*(v)[0] + (m)[1][1]*(v)[1] + (m)[1][2]*(v)[2];\
	(result)[2] = (m)[2][0]*(v)[0] + (m)[2][1]*(v)[1] + (m)[2][2]*(v)[2];\
}

#include ""defs.h""

void set_patches(System *syst, PatchyParticle *p);

void set_vector(vector v, double x, double y, double z);
void set_base_orientation(matrix orient);
void cross(vector v1, vector v2, vector res);
void normalize(vector v);
void matrix_matrix_multiplication(matrix m, matrix n, matrix res);

void random_vector_on_sphere(vector res);
void random_orientation(System *syst, matrix orient);
void get_rotation_matrix(vector axis, double t, matrix rotation_matrix);
void place_inside_vbonding(System *syst, PatchyParticle *rec, vector r, matrix orient, int rec_patch);
void utils_rotate_matrix(matrix orient_old, matrix orient_new, vector axis, double t);
void get_rotated_vector(vector v, vector axis, double t, vector res);
void rotate_vector(vector v, vector axis, double t);
void set_orientation_around_vector(vector v, matrix orient, double t);
void gram_schmidt(vector v1, vector v2, vector v3);
void utils_reset_acceptance_counters(System *syst);

#endif "
